scale,candidate_rank,duties_json,duty_set_sha256,candidate_seed,nested_chain_id,selected_family,selected_role,trip_count,peak_concurrency_lb,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
9,101,"[""13303"",""13315"",""13316m"",""13319"",""13320"",""13324t"",""13401"",""13407"",""13413""]",2942a3a3e16447087c853a14b514b1d4c11a531745bce41aa4403db0b2bf4d77,2026090409,,,,213,9,4419.4359714,491.048441267,54,0.51403627,3.5,1277
9,102,"[""13305"",""13308"",""13319"",""13322"",""13324muw"",""13403"",""13410"",""13411"",""13413""]",2e9e4a3af211090d326e82a7ce34135d91a57c774e28b7b00347b7fb61890a03,2026090409,,,,189,9,4570.64096935,507.848996594,31,0.328383506,7.0,1266
9,103,"[""13304"",""13316uwt"",""13317"",""13319"",""13321"",""13323"",""13401"",""13402"",""13414""]",2a9ae2130957c637eeebe0a0cfe59e27a494f104460301b4a45a511b9c15e41b,2026090409,,,,193,9,4239.06797595,471.007552883,37,0.464822,6.0,1277
9,104,"[""13308"",""13311"",""13315"",""13324muw"",""13326"",""13404"",""13405"",""13410"",""13413""]",3f4bde733c7ebee0d5694a748b659cbd9a61bee96ae66bd7428398dfa3730d9c,2026090409,,,,174,9,4406.22697235,489.580774706,31,0.341361894,7.0,1263
9,105,"[""13303"",""13305"",""13307"",""13321"",""13322"",""13325"",""13401"",""13411"",""13412""]",4ea23b2c3fb7e0a88abeddd83b8fb4da65b11a0edb12d33410a92116ae156c1d,2026090409,,,,230,9,4608.21196896,512.023552107,54,0.530185258,3.0,1275
9,106,"[""13311"",""13315"",""13317"",""13324muw"",""13326"",""13403"",""13408"",""13411"",""13413""]",7d828e697f4a79e21c0e3ca050c226479217a51bc5b80c2326d54facedf15d27,2026090409,,,,174,9,4207.88897497,467.543219441,37,0.432755186,7.0,1175
9,107,"[""13304"",""13310"",""13311"",""13313"",""13315"",""13323"",""13405"",""13409"",""13411""]",1aa1256510c5556dbf5d100c2c3bb7112ec14b9c48a0644f74f85112bf286c65,2026090409,,,,195,9,4314.3009648,479.366773867,37,0.477666914,4.0,1243
9,108,"[""13304"",""13306"",""13317"",""13320"",""13321"",""13401"",""13406"",""13410"",""13413""]",9ed8d22e3821d773cc242e5dd6763c7f97c522f396f5b77c0863284ac4726a94,2026090409,,,,198,9,4629.87597062,514.430663402,37,0.431751723,7.0,1286
9,109,"[""13301"",""13302"",""13319"",""13321"",""13324muw"",""13325"",""13401"",""13403"",""13407""]",4faf700dc90b5bcefe4d6d0b84c7c1527b0998b7426875e633f47c7687933004,2026090409,,,,237,9,5026.82696233,558.536329148,50,0.482010956,4.0,1278
9,110,"[""13302"",""13316uwt"",""13317"",""13321"",""13322"",""13326"",""13407"",""13408"",""13409""]",87313990c8f986097baa401328b559ed6906e00209cb79a556ea6e059c964e7d,2026090409,,,,222,9,4757.37296967,528.59699663,50,0.455066439,4.0,1257
9,111,"[""13301"",""13302"",""13304"",""13309"",""13316uwt"",""13323"",""13325"",""13326"",""13404""]",027adf7b555600faf58552d199ba47f383a390101ca50272a801623bc05f8944,2026090409,,,,254,9,4554.36796773,506.040885303,50,0.454310921,3.0,1260
9,112,"[""13302"",""13303"",""13312"",""13314"",""13319"",""13401"",""13402"",""13407"",""13408""]",95d1ebc7badaac11c6f5eb82b55ad6367a8537b01ec34e57c714ef4acdf1b6be,2026090409,,,,250,9,5359.03896083,595.448773426,54,0.58977962,4.0,1278
9,113,"[""13302"",""13303"",""13307"",""13308"",""13317"",""13323"",""13324t"",""13401"",""13403""]",d376cd899c218f2b6dd3cf4bbca09e6e38f9ada43d999c4ca6ca1c8cca9f8c11,2026090409,,,,239,9,4428.25496633,492.028329592,54,0.608783016,3.0,1278
9,114,"[""13302"",""13309"",""13317"",""13322"",""13405"",""13406"",""13408"",""13409"",""13412""]",7453e75b0a6cb0818012051caefa563e5222af0bfbfed766554cc318dbb007ba,2026090409,,,,205,9,5081.72796488,564.636440542,50,0.539592461,7.0,1257
9,115,"[""13304"",""13311"",""13313"",""13317"",""13322"",""13326"",""13401"",""13406"",""13409""]",b84a9390fdfd32fd98bb236cdcd669f3a7273118805b3527bb06bad81e0c59db,2026090409,,,,215,9,4603.71196423,511.523551581,37,0.421591412,4.0,1275
9,116,"[""13302"",""13304"",""13307"",""13308"",""13313"",""13322"",""13323"",""13401"",""13414""]",7fea2aead1799791926c20a7f0b5d48892154643d4946aaabb21e966c86620a3,2026090409,,,,228,9,4316.26196076,479.584662307,50,0.538670776,3.0,1278
9,117,"[""13302"",""13311"",""13316m"",""13318"",""13319"",""13324t"",""13401"",""13403"",""13405""]",eee3410f87f4bb0eb4e755e9267c5169a85fd7ae273d7dc6c3dd7b3cbda55e90,2026090409,,,,204,9,4363.33696166,484.815217962,50,0.520347236,4.0,1278
9,118,"[""13314"",""13317"",""13319"",""13325"",""13401"",""13404"",""13405"",""13408"",""13410""]",0656e96903fa4a81e05233b8d0745fbd3da7b2b939caede0ecf8794d69edb656,2026090409,,,,190,9,4848.97896933,538.775441037,42,0.512827154,7.0,1286
9,119,"[""13302"",""13303"",""13305"",""13309"",""13313"",""13315"",""13316uwt"",""13326"",""13414""]",0c72f3c8202e11e8417588f7bae839b031988d9321e64fccfa565a83016f42d4,2026090409,,,,278,9,4626.57096201,514.063440223,54,0.427437432,2.0,1260
9,120,"[""13302"",""13303"",""13311"",""13319"",""13321"",""13323"",""13324t"",""13402"",""13403""]",8e2272339e56ada0a25a46dc61e57dff095c0eaa1c33fb3292424475d19b46f5,2026090409,,,,224,9,4414.49496544,490.499440604,54,0.61707346,3.0,1275
9,121,"[""13303"",""13304"",""13310"",""13312"",""13315"",""13319"",""13401"",""13409"",""13411""]",d8c5863473588c78e2f15db1e00d049a93aecf46df1576723e2d7595195e11e8,2026090409,,,,262,9,5097.10296595,566.344773994,54,0.467771411,3.0,1277
9,122,"[""13301"",""13302"",""13305"",""13314"",""13317"",""13320"",""13324t"",""13401"",""13410""]",887ceb5bbc4c7153782af8fa8f7935a3d82ee6b5822ab29ac6fe44dc05164db5,2026090409,,,,230,9,4386.05696767,487.339663074,50,0.486684707,3.0,1286
9,123,"[""13302"",""13303"",""13309"",""13319"",""13325"",""13326"",""13405"",""13406"",""13409""]",b477174e72975440c9020674c70c4477ea01ad05304e251b890e3fac1f6931c4,2026090409,,,,260,9,5218.29196074,579.81021786,54,0.5130256,3.0,1260
9,124,"[""13308"",""13312"",""13322"",""13324muw"",""13326"",""13401"",""13403"",""13410"",""13414""]",8a5b53802278e95115e846bfa5ff661946106a450a49da847c5531e1495dbafd,2026090409,,,,194,9,4529.19296855,503.243663172,46,0.491505049,6.0,1286
9,125,"[""13302"",""13303"",""13306"",""13310"",""13316m"",""13319"",""13403"",""13404"",""13406""]",b64998c1d625f10679924414b7199e852b224b02bd5ac3ad7b86065b64473831,2026090409,,,,253,9,5105.16296091,567.24032899,54,0.491614446,3.0,1260
9,126,"[""13311"",""13312"",""13316uwt"",""13320"",""13323"",""13403"",""13404"",""13405"",""13414""]",4ef0012d9a18af1192d948196e95c0c41cc905343cfa0bc1f816a2374082f103,2026090409,,,,161,9,4126.14896892,458.460996547,46,0.586553807,7.0,1239
9,127,"[""13302"",""13305"",""13317"",""13320"",""13404"",""13406"",""13407"",""13410"",""13414""]",feb08516269fb0e59342d65f5350dd173a68803a1f9ec30eef27228f14d0ffce,2026090409,,,,208,9,5215.59696202,579.510773558,50,0.53207059,7.0,1265
9,128,"[""13301"",""13307"",""13313"",""13316m"",""13318"",""13321"",""13324muw"",""13326"",""13412""]",e2ccad0c96cf43fc12114ca2cdfae8047478ca4e623177e0b50bc6e89c61baa5,2026090409,,,,219,9,4112.93696555,456.992996172,37,0.340542545,3.0,1238
9,129,"[""13302"",""13304"",""13310"",""13311"",""13316uwt"",""13321"",""13401"",""13413"",""13414""]",0cd7302908efd99ebe6c92abd56204c658bc9ae7d4376080a597c1989f8b870f,2026090409,,,,207,9,4401.9319659,489.103551767,50,0.526148837,4.0,1278
9,130,"[""13302"",""13306"",""13308"",""13310"",""13312"",""13315"",""13316m"",""13324muw"",""13402""]",edeaa56d73958bfbf41f0d62c569e9fe701056707116604e52a68d5144c8e1c5,2026090409,,,,269,9,4720.26596114,524.473995682,50,0.366656595,3.0,1275
9,131,"[""13303"",""13304"",""13308"",""13311"",""13312"",""13316uwt"",""13318"",""13324muw"",""13413""]",9df6a0944f6234e118c0febd3e5d3f4c4454a965f00529cd08c694d7b776ba5c,2026090409,,,,268,9,4623.62296316,513.735884796,54,0.450767272,3.0,1257
9,132,"[""13301"",""13303"",""13304"",""13310"",""13314"",""13324muw"",""13325"",""13412"",""13413""]",40912421ff02ccd5771d22bb39424af4ca25a409d4afabfd301189ef4f378419,2026090409,,,,256,9,4796.80496766,532.97832974,54,0.473736498,3.0,1257
9,133,"[""13301"",""13302"",""13308"",""13316uwt"",""13320"",""13326"",""13406"",""13407"",""13413""]",7ee1307b0ed435e414ca9915e39d321dc8919260de646de04f258852ba8da37e,2026090409,,,,221,9,4810.28096681,534.475662979,50,0.465953508,6.0,1260
9,134,"[""13302"",""13305"",""13314"",""13315"",""13323"",""13325"",""13406"",""13408"",""13409""]",533f3ddea7fa0738c221708c11fe99542395f95051f9b0028781b063719f3989,2026090409,,,,219,9,4508.01196942,500.890218824,50,0.568451888,3.0,1257
9,135,"[""13303"",""13304"",""13305"",""13308"",""13313"",""13318"",""13325"",""13401"",""13402""]",f1415cfa9ea490bac3759bf5606b1b8a4c700f05b134e274d41855c15a8340d8,2026090409,,,,293,9,5320.65695498,591.184106109,54,0.363765532,3.0,1275
9,136,"[""13315"",""13316uwt"",""13317"",""13318"",""13322"",""13405"",""13410"",""13413"",""13414""]",b31302c63a9fa9f25c5da7445cbf45cc6da5b42abc44169934512135cd03be79,2026090409,,,,203,9,4609.3329731,512.148108122,37,0.396605265,5.0,1246
9,137,"[""13310"",""13312"",""13315"",""13322"",""13325"",""13404"",""13408"",""13410"",""13413""]",92c81635960e8a608c9dfcbf5b8ef0d6d073749518a4cd3b42f7a296ddd3a69b,2026090409,,,,227,9,5052.37296508,561.374773898,46,0.463037298,4.0,1263
9,138,"[""13309"",""13315"",""13317"",""13325"",""13405"",""13406"",""13408"",""13411"",""13412""]",1f478626682d054e7ab11e86d569c0209f4aebbb5df62e33a50de977d7cb3167,2026090409,,,,199,9,4882.36397008,542.484885564,42,0.496547511,5.0,1235
9,139,"[""13304"",""13309"",""13312"",""13321"",""13322"",""13326"",""13402"",""13403"",""13410""]",724cf406a82466bb69b20cdaf976a06130aca31fb4083adc232cf473c7a735ad,2026090409,,,,220,9,4738.74796951,526.527552168,46,0.409595648,5.0,1283
9,140,"[""13303"",""13304"",""13313"",""13322"",""13323"",""13326"",""13403"",""13409"",""13411""]",9f695306cabe306942edb1a3b3ad0ff022bc33de8cb7a57d3d1334adac6ecc4f,2026090409,,,,228,9,4726.65296571,525.183662857,54,0.548859306,3.0,1257
9,141,"[""13303"",""13304"",""13309"",""13312"",""13316uwt"",""13322"",""13405"",""13406"",""13409""]",ba5bca5dc776b6ffeba352ba6143379007260da9ab9687f94f7c935b42276950,2026090409,,,,250,9,4985.13596684,553.903996316,54,0.496451407,3.0,1257
9,142,"[""13302"",""13306"",""13307"",""13323"",""13326"",""13404"",""13405"",""13408"",""13410""]",3e86b53975623e593ca341b7b3f1c12225f6f837906e4d71259404773a74d5bb,2026090409,,,,180,9,4361.13996799,484.571107554,50,0.608732746,6.0,1265
9,143,"[""13301"",""13307"",""13309"",""13323"",""13326"",""13406"",""13410"",""13411"",""13412""]",4094347500976c1b4bf34c50db2f17a70281e1738c8041b360e308202bcc7a2b,2026090409,,,,160,9,4186.40697511,465.156330568,36,0.422418631,7.0,1268
9,144,"[""13301"",""13310"",""13313"",""13315"",""13317"",""13403"",""13404"",""13412"",""13413""]",f7689e3996d9b257f335e3de4ee39a53b439571cead0d8529ed33fe31b3653ef,2026090409,,,,226,9,5239.68496356,582.187218173,37,0.382634646,5.0,1208
9,145,"[""13301"",""13311"",""13319"",""13321"",""13322"",""13405"",""13409"",""13410"",""13412""]",3bf8deed700a95af329737e811e8a2cc4b913ec7ed668749e7b117025bc3287b,2026090409,,,,185,9,4649.75097101,516.638996779,36,0.35757482,7.0,1268
9,146,"[""13306"",""13307"",""13308"",""13311"",""13313"",""13320"",""13322"",""13402"",""13414""]",5ac22e50b73c44ba558ec89458442a9dc48e2b404f1362049bc685c0f4353663,2026090409,,,,198,9,4053.89296176,450.432551307,37,0.389249472,4.0,1182
9,147,"[""13301"",""13302"",""13306"",""13316m"",""13319"",""13323"",""13324t"",""13326"",""13406""]",61a7c533194725691a0aec22ad2855e2bd11ab3c269ef19210ff183716f25d78,2026090409,,,,227,9,4085.58796947,453.95421883,50,0.46791524,3.0,1260
9,148,"[""13307"",""13309"",""13311"",""13315"",""13317"",""13320"",""13403"",""13404"",""13407""]",7efa07f65b038d6594312eaa6dca63df93526aca30d2c5d91334ad64c17978c3,2026090409,,,,183,9,4199.7749716,466.641663511,37,0.382357501,5.5,1236
9,149,"[""13302"",""13304"",""13306"",""13308"",""13312"",""13323"",""13324muw"",""13406"",""13411""]",044ae9a58fef13eaf1bce7a973ec295982dcdbc6ae1404af723a7f9d206ec4c9,2026090409,,,,247,9,4683.90796128,520.43421792,50,0.517047006,3.0,1257
9,150,"[""13302"",""13303"",""13304"",""13305"",""13308"",""13316uwt"",""13322"",""13409"",""13410""]",4cc3e563ea0cb5629311992f8df4851ee9d8d723b6f1f3b5de69dc8c192af4d3,2026090409,,,,281,9,5110.55696408,567.839662676,54,0.413975534,3.0,1268
9,151,"[""13301"",""13303"",""13304"",""13307"",""13309"",""13310"",""13326"",""13404"",""13411""]",6b0e95b8460655834d5184c962753aee612fe172ccfe04e2a3fbe45c967ac39f,2026090409,,,,240,9,4573.39597099,508.155107888,54,0.466368953,3.0,1257
9,152,"[""13305"",""13309"",""13315"",""13316m"",""13323"",""13324muw"",""13326"",""13408"",""13411""]",c04ce5a80c81d5303f86862a1355bd79e2a5f29c0f8c36491402f6a0b3018fc8,2026090409,,,,177,9,3493.31997965,388.146664406,31,0.380507531,3.0,966
9,153,"[""13303"",""13320"",""13322"",""13326"",""13403"",""13404"",""13405"",""13409"",""13412""]",0c5379c956e174fdc307391495601d9f6f891fd2cf6a16e3e8f3c8c06d46fb89,2026090409,,,,193,9,4935.22896973,548.358774414,54,0.564362645,7.0,1241
9,154,"[""13305"",""13308"",""13309"",""13316uwt"",""13317"",""13403"",""13408"",""13410"",""13412""]",7b056c0e2c4a418562f21c6ccafd44c89d9174b6b75661f2230ffd495783ea57,2026090409,,,,196,9,4609.40297122,512.155885691,37,0.391296928,7.0,1266
9,155,"[""13303"",""13310"",""13318"",""13325"",""13326"",""13409"",""13411"",""13412"",""13414""]",f2fa41e1618fc472cce4c846826287028f21121409892729148a797029a24d94,2026090409,,,,232,9,5127.86496325,569.762773694,54,0.526779866,3.0,1257
9,156,"[""13301"",""13303"",""13310"",""13313"",""13317"",""13318"",""13326"",""13408"",""13413""]",8dfdac9594b9c5168616dc3a41431b0b3396d82f9b9efc037d326ce7d6c45c6b,2026090409,,,,268,9,4952.48096169,550.27566241,54,0.422054348,3.0,1238
9,157,"[""13304"",""13305"",""13307"",""13312"",""13316m"",""13317"",""13321"",""13401"",""13411""]",625d79bc6562b23d2d065e90928c8232e364127fdf9a4cf8e637758f4dcdac02,2026090409,,,,236,9,4406.74797002,489.638663336,46,0.429870741,3.0,1275
9,158,"[""13309"",""13310"",""13311"",""13313"",""13319"",""13324muw"",""13326"",""13403"",""13413""]",9fc021415ea1ea232f970600c90b39097e3841cbcea2b7802dd32d9d11e08b69,2026090409,,,,191,9,4062.83096156,451.425662396,37,0.333767067,4.0,1257
9,159,"[""13302"",""13305"",""13311"",""13313"",""13320"",""13321"",""13323"",""13408"",""13411""]",a619dedec86e6e74b157a7367ea6c73a72ec0ab27c91366d36c39d672c2e539d,2026090409,,,,202,9,4020.05896046,446.673217829,50,0.585122547,3.0,1257
9,160,"[""13302"",""13305"",""13310"",""13311"",""13316uwt"",""13320"",""13321"",""13403"",""13411""]",840fffb4614081c67ad52210977b7fcacbaac09581e870eb468bf25957b29ed1,2026090409,,,,205,9,4095.95296512,455.105885013,50,0.479936542,3.5,1258
9,161,"[""13301"",""13304"",""13310"",""13316uwt"",""13322"",""13409"",""13411"",""13412"",""13414""]",13b54d1e0f8b72f6b34bd4a0cb50dc9d85752d4f0de24434334d715b292b26a9,2026090409,,,,202,9,4744.6069714,527.178552378,37,0.386772772,6.0,1257
9,162,"[""13303"",""13313"",""13317"",""13321"",""13324muw"",""13325"",""13401"",""13404"",""13412""]",ecd06b3fd18e1ac9c3c39ca2a7461b03f8d8e4d9726e5fd81b3b989d12dbd8b1,2026090409,,,,253,9,5204.89895874,578.322106527,54,0.494181806,3.0,1275
9,163,"[""13303"",""13304"",""13307"",""13313"",""13324t"",""13401"",""13408"",""13409"",""13412""]",1bbf249428eee63cea56851836c2aa5f8d3dc87e48b68c0b41945e5ce8fe951a,2026090409,,,,216,9,4816.85596103,535.206217892,54,0.588928196,4.0,1275
9,164,"[""13309"",""13311"",""13316uwt"",""13324muw"",""13326"",""13402"",""13403"",""13409"",""13410""]",fc5b3a76badc7d6a2ad450634bad3067fb423bc83f8567aa257e158203b96c37,2026090409,,,,158,9,4328.09797085,480.899774539,22,0.165769631,7.0,1283
9,165,"[""13302"",""13304"",""13306"",""13307"",""13309"",""13323"",""13401"",""13402"",""13405""]",3b42b8a7c7bc115643aa9d73beee472e60f9913beaca483059e562bd3e549ba6,2026090409,,,,204,9,4356.66896638,484.074329598,50,0.573340844,4.0,1278
9,166,"[""13305"",""13310"",""13321"",""13322"",""13323"",""13326"",""13404"",""13409"",""13413""]",5a6f677311ec0cdcc2d8fce098b2c16ef34c27453c8cd10fd7241f3e5700c98a,2026090409,,,,180,9,4215.14397493,468.349330548,30,0.309120617,6.0,1236
9,167,"[""13301"",""13309"",""13310"",""13312"",""13316m"",""13318"",""13402"",""13405"",""13412""]",564f7fdd2f72439cd1ec676ae18cac58bc9e7f46265c8b1cdf864adb77c46e01,2026090409,,,,229,9,4911.9309636,545.770107067,46,0.402978934,5.0,1256
9,168,"[""13303"",""13305"",""13310"",""13314"",""13316uwt"",""13324t"",""13404"",""13413"",""13414""]",645a3e3f31b8b02d556036a682fa89ffe182c168fef34540a88bcce668852df9,2026090409,,,,207,9,4379.80297135,486.644774594,54,0.524549596,4.0,1198
9,169,"[""13301"",""13306"",""13307"",""13325"",""13403"",""13404"",""13410"",""13411"",""13414""]",91d81238c17ca90595ca0f610a0935c051445350a550dfaef9bc538736c6e430,2026090409,,,,195,9,5018.96696666,557.662996296,42,0.488930726,7.0,1268
9,170,"[""13302"",""13307"",""13308"",""13313"",""13315"",""13317"",""13318"",""13320"",""13409""]",d56dd19795e52941a2b51439708b4551c985176eb0f5b2d567707e8eb0c3cd60,2026090409,,,,267,9,4734.80795668,526.089772964,50,0.37231554,2.5,1257
9,171,"[""13303"",""13313"",""13315"",""13322"",""13323"",""13324muw"",""13402"",""13410"",""13411""]",d91f4b53c11563921e913633a74c18eda54ffa9fed175caf30fe0921274b9e6a,2026090409,,,,219,9,4610.17796618,512.241996242,54,0.557451779,3.0,1283
9,172,"[""13305"",""13308"",""13311"",""13314"",""13316uwt"",""13318"",""13323"",""13412"",""13413""]",5531e8ef1d199bf045a05ae38d8e87bc1b3060bca5c05e661b1d0094d0415d15,2026090409,,,,183,9,3824.81497322,424.979441469,33,0.413426892,6.0,1214
9,173,"[""13305"",""13312"",""13316m"",""13322"",""13325"",""13401"",""13406"",""13410"",""13414""]",910a6234d100e2278a606aa89b15a751738c1a9bddb26b863d8e4c522c4dbc5b,2026090409,,,,220,9,4815.58196496,535.064662773,46,0.494724232,5.0,1286
9,174,"[""13302"",""13304"",""13315"",""13323"",""13402"",""13403"",""13408"",""13412"",""13414""]",52aaa46b5b78fd986bb021a6482c005f8df08fe1daa092d1e8607be92e8cf0e7,2026090409,,,,195,9,4809.01596934,534.335107704,50,0.623788767,7.0,1275
9,175,"[""13301"",""13304"",""13307"",""13312"",""13317"",""13408"",""13412"",""13413"",""13414""]",fbcdc3a4d899f4333c0570ce41c09c3e2b8c0200a5f2d74ed8e6911418cd8825,2026090409,,,,224,9,4926.92296848,547.435885387,46,0.521271075,6.0,1257
9,176,"[""13301"",""13313"",""13319"",""13322"",""13324muw"",""13403"",""13410"",""13411"",""13412""]",1ed503e0736c62cccd0d7d44f636c4f4d3e61436aaaa9a02e7e7e644aa40f03e,2026090409,,,,201,9,4862.09496213,540.23277357,37,0.398258629,7.0,1268
9,177,"[""13303"",""13311"",""13314"",""13315"",""13316m"",""13407"",""13410"",""13411"",""13414""]",2a88b831f519ca8974d665e7278d235e1f1ce9f58ea617b035d120bba5321a89,2026090409,,,,196,9,4509.56597368,501.062885964,54,0.581543137,5.0,1268
9,178,"[""13315"",""13317"",""13321"",""13324t"",""13326"",""13405"",""13406"",""13408"",""13412""]",027171890418111e0cfad3bc338dc7dfc56c486b8e67510376fa1ab2bdd3e018,2026090409,,,,182,9,4311.23997654,479.02666406,37,0.406964488,6.0,1212
9,179,"[""13303"",""13305"",""13306"",""13307"",""13309"",""13313"",""13319"",""13325"",""13411""]",d01978344a3ec3e34849212bff77da4f05bf2ad98e919b8b5a57443e1d6b8cd8,2026090409,,,,271,9,4651.95895755,516.884328617,54,0.402636969,2.0,1259
9,180,"[""13304"",""13306"",""13308"",""13311"",""13318"",""13319"",""13324muw"",""13401"",""13407""]",19f7bdc3571dc88f55cb002e5cefd7b811a909789b168cbd558a5261f0e86c7c,2026090409,,,,218,9,4338.47496497,482.052773886,37,0.360318108,3.0,1277
9,181,"[""13301"",""13302"",""13316m"",""13325"",""13401"",""13408"",""13410"",""13411"",""13414""]",9c2cac86a71f4efcf64bb690eb6e95e5e321a822207afc1ab8f492f9a7782f2b,2026090409,,,,215,9,5102.36196378,566.929107087,50,0.589175846,6.0,1286
9,182,"[""13303"",""13308"",""13318"",""13324muw"",""13325"",""13404"",""13409"",""13413"",""13414""]",b4acf6b1022045b8370b722e26af137c3a00d0ac163692a64a67027d7512d43d,2026090409,,,,238,9,5337.35396212,593.039329124,54,0.515455636,4.0,1257
9,183,"[""13306"",""13307"",""13309"",""13311"",""13313"",""13316m"",""13320"",""13403"",""13409""]",5191a5351ffc31c44bc816761e45695e52432bf80d66e5afdd2af5e8b2222a4e,2026090409,,,,188,9,3977.99696172,441.999662413,37,0.362795594,4.0,1239
9,184,"[""13301"",""13303"",""13304"",""13307"",""13310"",""13313"",""13322"",""13324t"",""13408""]",5732f8aadb30610dc7a00d37fc790b8b475093b11d81b84b8fb5da450345f2f4,2026090409,,structural,tight_gap,258,9,4359.99196315,484.443551461,54,0.446729598,2.0,1257
9,185,"[""13306"",""13309"",""13313"",""13316m"",""13318"",""13319"",""13320"",""13322"",""13402""]",4926409bfaa3ff22ce5f12784b4e7a5af823cdb2699cbe3bc94034ea8514ddd2,2026090409,,,,231,9,4258.79196041,473.199106712,37,0.257129739,3.0,1274
9,186,"[""13301"",""13302"",""13304"",""13319"",""13325"",""13326"",""13402"",""13403"",""13414""]",ac22c15b6963fed7a16c1f8b3b9b76a8991044dab8d5f7843dd2f41d0f8825cc,2026090409,,,,256,9,5204.33896312,578.259884791,50,0.445655022,3.0,1275
9,187,"[""13309"",""13312"",""13314"",""13318"",""13323"",""13404"",""13406"",""13407"",""13409""]",c48de02e38d35e6490e6169a651863fb9632da4bbfa1bdd685abe5df2b486721,2026090409,,,,190,9,4815.86996688,535.096662987,46,0.514283516,7.0,1236
